longitude latitude Other_Var X.random. varNorth
352500 840500 -0.771063448162289 -0.771063448162289 840500
524500 171500 -0.756619485248983 -0.756619485248983 171500
430500 434500 0.518011837148768 0.518011837148768 434500
440500 113500 1.04206049694974 1.04206049694974 113500
435500 387500 -1.30727136896803 -1.30727136896803 387500
256500 668500 -1.56633333113964 -1.56633333113964 668500
509500 429500 0.127289087027451 0.127289087027451 429500
457500 402500 -0.908997485420181 -0.908997485420181 402500
435500 347500 -2.25817204805416 -2.25817204805416 347500
337500 391500 -2.03349678579411 -2.03349678579411 391500
438500 422500 1.56246912320151 1.56246912320151 422500
361500 386500 0.0984398849620009 0.0984398849620009 386500
318500 176500 -0.0598241269057717 -0.0598241269057717 176500
410500 189500 -0.999998324150122 -0.999998324150122 189500
389500 342500 -0.527839504305797 -0.527839504305797 342500
364500 173500 1.11997270440703 1.11997270440703 173500
327500 673500 0.117337080408899 0.117337080408899 673500
336500 732500 -0.664689276251162 -0.664689276251162 732500
422500 565500 -0.439665500140659 -0.439665500140659 565500
386500 398500 2.11610273653001 2.11610273653001 398500
383500 395500 1.02207903619031 1.02207903619031 395500
261500 664500 0.130386987920384 0.130386987920384 664500
307500 189500 0.771342682668458 0.771342682668458 189500
522500 179500 -0.486405079862803 -0.486405079862803 179500
368500 90500 -1.3375146264353 -1.3375146264353 90500
326500 514500 -0.615587547098157 -0.615587547098157 514500
337500 391500 -0.175879239107318 -0.175879239107318 391500
443500 392500 -0.107570524418119 -0.107570524418119 392500
334500 417500 0.61873233993029 0.61873233993029 417500
275500 189500 0.200902956995799 0.200902956995799 189500
339500 394500 0.0991756364240734 0.0991756364240734 394500
424500 448500 -1.82628593981798 -1.82628593981798 448500
530500 178500 0.298796625212517 0.298796625212517 178500
385500 410500 -0.0422822630995317 -0.0422822630995317 410500
364500 173500 -0.405123905184443 -0.405123905184443 173500
409500 287500 -1.28372732218173 -1.28372732218173 287500
378500 323500 -2.05944170577243 -2.05944170577243 323500
387500 349500 0.238232662755654 0.238232662755654 349500
411500 291500 -1.83209450399223 -1.83209450399223 291500
516500 156500 -0.799409241332636 -0.799409241332636 156500
409500 425500 1.63914217030163 1.63914217030163 425500
362500 170500 0.695405387030409 0.695405387030409 170500
435500 387500 -0.231912521508264 -0.231912521508264 387500
409500 287500 0.557587521056002 0.557587521056002 287500
368500 157500 -0.233655090760538 -0.233655090760538 157500
252500 669500 -0.369033359781761 -0.369033359781761 669500
434500 406500 -2.07295629841786 -2.07295629841786 406500
315500 197500 1.62539523508924 1.62539523508924 197500
394500 222500 0.398897547815451 0.398897547815451 222500
443500 520500 -2.0801976417551 -2.0801976417551 520500
534500 176500 0.740441121261439 0.740441121261439 176500
428500 430500 -0.770947276878804 -0.770947276878804 430500
435500 335500 0.314208682154863 0.314208682154863 335500
449500 344500 0.0542560734765282 0.0542560734765282 344500
423500 543500 1.18917206560295 1.18917206560295 543500
327500 673500 -0.799060727482181 -0.799060727482181 673500
423500 565500 0.946528978163884 0.946528978163884 565500
247500 56500 -0.301886357927413 -0.301886357927413 56500
262500 663500 0.314828262333451 0.314828262333451 663500
451500 206500 0.997566895374974 0.997566895374974 206500
435500 387500 -0.300453578764431 -0.300453578764431 387500
327500 673500 -0.161009314821233 -0.161009314821233 673500
377500 398500 0.237651806338229 0.237651806338229 398500
471500 173500 0.500198907014397 0.500198907014397 173500
448500 129500 -1.06900406654023 -1.06900406654023 129500
471500 173500 0.303714542880049 0.303714542880049 173500
377500 401500 0.161404720610887 0.161404720610887 401500
334500 393500 0.158810228613055 0.158810228613055 393500
386500 398500 0.422286699557103 0.422286699557103 398500
402500 286500 0.615053582619931 0.615053582619931 286500
518500 174500 0.347627288037391 0.347627288037391 174500
365500 620500 -1.2189811935194 -1.2189811935194 620500
257500 360500 0.427398236030445 0.427398236030445 360500
494500 180500 2.29090179441382 2.29090179441382 180500
337500 391500 -1.07066918827018 -1.07066918827018 391500
528500 177500 1.05228356989642 1.05228356989642 177500
378500 444500 0.615131030142255 0.615131030142255 444500
437500 558500 0.440757933631223 0.440757933631223 558500
420500 440500 0.874541506164326 0.874541506164326 440500
450500 532500 -0.549486086795174 -0.549486086795174 532500
353500 394500 1.55271073538877 1.55271073538877 394500
420500 462500 -2.47510255808187 -2.47510255808187 462500
381500 424500 -0.857339988030505 -0.857339988030505 424500
425500 564500 0.914930389055955 0.914930389055955 564500
328500 200500 0.57276723543138 0.57276723543138 200500
428500 420500 -0.77571029950169 -0.77571029950169 420500
379500 394500 0.0814788775731873 0.0814788775731873 394500
326500 383500 -1.98524697938666 -1.98524697938666 383500
319500 177500 0.622759611091104 0.622759611091104 177500
425500 564500 0.521303356847512 0.521303356847512 564500
443500 400500 0.242840790333894 0.242840790333894 400500
279500 350500 -0.765254883988038 -0.765254883988038 350500
455500 339500 -0.960809877854504 -0.960809877854504 339500
339500 555500 0.620358737899081 0.620358737899081 555500
315500 186500 -0.413410790073043 -0.413410790073043 186500
316500 176500 -0.758904187157523 -0.758904187157523 176500
436500 291500 0.129728683980635 0.129728683980635 291500
387500 401500 0.129535065174828 0.129535065174828 401500
258500 662500 -2.45206192019068 -2.45206192019068 662500
439500 388500 0.48893029251635 0.48893029251635 388500
456500 341500 1.2319618216866 1.2319618216866 341500
260500 665500 2.05158895043465 2.05158895043465 665500
533500 165500 0.496442702181714 0.496442702181714 165500
330500 392500 -0.130378819742348 -0.130378819742348 392500
427500 542500 -0.872326083600074 -0.872326083600074 542500
425500 564500 1.09882953081276 1.09882953081276 564500
409500 287500 0.786444949521512 0.786444949521512 287500
416500 432500 -0.659616463538983 -0.659616463538983 432500
331500 188500 -1.26463650792902 -1.26463650792902 188500
516500 259500 0.940836585273116 0.940836585273116 259500
330500 388500 1.92376181483996 1.92376181483996 388500
319500 469500 0.913032924759033 0.913032924759033 469500
360500 388500 0.700710542309559 0.700710542309559 388500
533500 186500 -0.512814684975067 -0.512814684975067 186500
424500 560500 1.4942765797958 1.4942765797958 560500
527500 159500 0.760267686976219 0.760267686976219 159500
374500 441500 -0.418832116635676 -0.418832116635676 441500
425500 564500 -0.669452298874049 -0.669452298874049 564500
435500 387500 -0.879528703176145 -0.879528703176145 387500
435500 568500 -0.517461536314467 -0.517461536314467 568500
399500 292500 1.0359421426862 1.0359421426862 292500
501500 221500 -0.533067212062624 -0.533067212062624 221500
374500 164500 -0.76068548017096 -0.76068548017096 164500
436500 566500 0.447186077984062 0.447186077984062 566500
496500 176500 -0.964720977731833 -0.964720977731833 176500
471500 173500 -0.788682759490851 -0.788682759490851 173500
474500 423500 -1.18227106793813 -1.18227106793813 423500
357500 169500 -0.496318362720192 -0.496318362720192 169500
432500 434500 -2.19791787568659 -2.19791787568659 434500
259500 664500 -0.952716611771714 -0.952716611771714 664500
402500 279500 0.0797363083209113 0.0797363083209113 279500
355500 116500 0.619584262675848 0.619584262675848 116500
370500 355500 0.389991082748265 0.389991082748265 355500
497500 371500 -0.802352247180923 -0.802352247180923 371500
358500 171500 0.104364620419737 0.104364620419737 171500
577500 167500 -0.0862337320180361 -0.0862337320180361 167500
389500 344500 0.450167807593511 0.450167807593511 344500
451500 518500 0.490169452873523 0.490169452873523 518500
435500 387500 -0.56001894983115 -0.56001894983115 387500
534500 181500 -0.738109527413702 -0.738109527413702 181500
243500 662500 -1.999458599733 -1.999458599733 662500
461500 524500 0.619119577541906 0.619119577541906 524500
524500 176500 -0.644978881819869 -0.644978881819869 176500
434500 565500 0.844065906130087 0.844065906130087 565500
403500 290500 -1.1352216981267 -1.1352216981267 290500
447500 446500 0.933788860741692 0.933788860741692 446500
430500 434500 -1.41422639729658 -1.41422639729658 434500
435500 347500 -0.920072481112421 -0.920072481112421 347500
466500 521500 1.31680558239184 1.31680558239184 521500
529500 192500 -1.28334008457011 -1.28334008457011 192500
254500 668500 -0.778188620216037 -0.778188620216037 668500
417500 436500 -0.00735343053169942 -0.00735343053169942 436500
389500 413500 1.12376763300088 1.12376763300088 413500
374500 164500 -0.0272574437688013 -0.0272574437688013 164500
445500 113500 -0.222889885157592 -0.222889885157592 113500
421500 439500 -0.636924339498241 -0.636924339498241 439500
536500 198500 0.568081660330816 0.568081660330816 198500
331500 188500 -1.0508426225554 -1.0508426225554 188500
420500 302500 -0.0365511464476044 -0.0365511464476044 302500
515500 173500 -0.45217327499588 -0.45217327499588 173500
418500 434500 -1.6983426329398 -1.6983426329398 434500
327500 673500 -1.35548245161431 -1.35548245161431 673500
548500 184500 1.03718130304337 1.03718130304337 184500
497500 371500 1.27676521335066 1.27676521335066 371500
456500 341500 0.584577982585691 0.584577982585691 341500
444500 385500 -0.0557194082226338 -0.0557194082226338 385500
415500 279500 0.720963069397116 0.720963069397116 279500
319500 176500 -0.328295963039676 -0.328295963039676 176500
319500 177500 0.306231587355559 0.306231587355559 177500
406500 441500 0.659043775299595 0.659043775299595 441500
387500 401500 -1.04309787032307 -1.04309787032307 401500
255500 661500 -2.12724701156653 -2.12724701156653 661500
551500 318500 -0.937536897396337 -0.937536897396337 318500
371500 408500 -0.665270132668588 -0.665270132668588 408500
312500 87500 -1.09529750036901 -1.09529750036901 87500
452500 336500 1.5007434479098 1.5007434479098 336500
411500 439500 0.716083875490745 0.716083875490745 439500
448500 343500 1.49179825908145 1.49179825908145 343500
346500 176500 0.851733210840099 0.851733210840099 176500
526500 181500 -0.492949395499126 -0.492949395499126 181500
471500 173500 0.0809754686780847 0.0809754686780847 173500
454500 334500 0.676895429195128 0.676895429195128 334500
261500 187500 -0.114385906382575 -0.114385906382575 187500
330500 388500 0.471891837605211 0.471891837605211 388500
486500 150500 0.0243613298597135 0.0243613298597135 150500
347500 423500 -0.323261874088659 -0.323261874088659 423500
532500 159500 -1.09816305869497 -1.09816305869497 159500
386500 343500 -1.20376275538286 -1.20376275538286 343500
552500 155500 -0.432617775609233 -0.432617775609233 155500
434500 390500 0.272387020100252 0.272387020100252 390500
496500 201500 -1.13800980893034 -1.13800980893034 201500
456500 341500 -0.511343182050922 -0.511343182050922 341500
457500 402500 0.234089220311355 0.234089220311355 402500
398500 295500 1.28377421412093 1.28377421412093 295500
298500 194500 1.31618600221325 1.31618600221325 194500
505500 183500 -0.455232452127653 -0.455232452127653 183500
428500 265500 -2.31741940263153 -2.31741940263153 265500
388500 396500 1.03907876734029 1.03907876734029 396500
515500 173500 0.624153666492925 0.624153666492925 173500
435500 568500 0.586707789449583 0.586707789449583 568500
334500 417500 1.63035187651793 1.63035187651793 417500
423500 539500 1.44622039219416 1.44622039219416 539500
