"longitude" "latitude" "ADHD_2017"
352500 840500 -0.771063448162289
524500 171500 -0.756619485248983
430500 434500 0.518011837148768
440500 113500 1.04206049694974
435500 387500 -1.30727136896803
256500 668500 -1.56633333113964
509500 429500 0.127289087027451
457500 402500 -0.908997485420181
435500 347500 -2.25817204805416
337500 391500 -2.03349678579411
438500 422500 1.56246912320151
361500 386500 0.0984398849620009
318500 176500 -0.0598241269057717
410500 189500 -0.999998324150122
389500 342500 -0.527839504305797
364500 173500 1.11997270440703
327500 673500 0.117337080408899
336500 732500 -0.664689276251162
422500 565500 -0.439665500140659
386500 398500 2.11610273653001
383500 395500 1.02207903619031
261500 664500 0.130386987920384
307500 189500 0.771342682668458
522500 179500 -0.486405079862803
368500 90500 -1.3375146264353
326500 514500 -0.615587547098157
337500 391500 -0.175879239107318
443500 392500 -0.107570524418119
334500 417500 0.61873233993029
275500 189500 0.200902956995799
339500 394500 0.0991756364240734
424500 448500 -1.82628593981798
530500 178500 0.298796625212517
385500 410500 -0.0422822630995317
364500 173500 -0.405123905184443
409500 287500 -1.28372732218173
378500 323500 -2.05944170577243
387500 349500 0.238232662755654
411500 291500 -1.83209450399223
516500 156500 -0.799409241332636
409500 425500 1.63914217030163
362500 170500 0.695405387030409
435500 387500 -0.231912521508264
409500 287500 0.557587521056002
368500 157500 -0.233655090760538
252500 669500 -0.369033359781761
434500 406500 -2.07295629841786
315500 197500 1.62539523508924
394500 222500 0.398897547815451
443500 520500 -2.0801976417551
534500 176500 0.740441121261439
428500 430500 -0.770947276878804
435500 335500 0.314208682154863
449500 344500 0.0542560734765282
423500 543500 1.18917206560295
327500 673500 -0.799060727482181
423500 565500 0.946528978163884
247500 56500 -0.301886357927413
262500 663500 0.314828262333451
451500 206500 0.997566895374974
435500 387500 -0.300453578764431
327500 673500 -0.161009314821233
377500 398500 0.237651806338229
471500 173500 0.500198907014397
448500 129500 -1.06900406654023
471500 173500 0.303714542880049
377500 401500 0.161404720610887
334500 393500 0.158810228613055
386500 398500 0.422286699557103
402500 286500 0.615053582619931
518500 174500 0.347627288037391
365500 620500 -1.2189811935194
257500 360500 0.427398236030445
494500 180500 2.29090179441382
337500 391500 -1.07066918827018
528500 177500 1.05228356989642
378500 444500 0.615131030142255
437500 558500 0.440757933631223
420500 440500 0.874541506164326
450500 532500 -0.549486086795174
353500 394500 1.55271073538877
420500 462500 -2.47510255808187
381500 424500 -0.857339988030505
425500 564500 0.914930389055955
328500 200500 0.57276723543138
428500 420500 -0.77571029950169
379500 394500 0.0814788775731873
326500 383500 -1.98524697938666
319500 177500 0.622759611091104
425500 564500 0.521303356847512
443500 400500 0.242840790333894
279500 350500 -0.765254883988038
455500 339500 -0.960809877854504
339500 555500 0.620358737899081
315500 186500 -0.413410790073043
316500 176500 -0.758904187157523
436500 291500 0.129728683980635
387500 401500 0.129535065174828
258500 662500 -2.45206192019068
439500 388500 0.48893029251635
456500 341500 1.2319618216866
260500 665500 2.05158895043465
533500 165500 0.496442702181714
330500 392500 -0.130378819742348
427500 542500 -0.872326083600074
425500 564500 1.09882953081276
409500 287500 0.786444949521512
416500 432500 -0.659616463538983
331500 188500 -1.26463650792902
516500 259500 0.940836585273116
330500 388500 1.92376181483996
319500 469500 0.913032924759033
360500 388500 0.700710542309559
533500 186500 -0.512814684975067
424500 560500 1.4942765797958
527500 159500 0.760267686976219
374500 441500 -0.418832116635676
425500 564500 -0.669452298874049
435500 387500 -0.879528703176145
435500 568500 -0.517461536314467
399500 292500 1.0359421426862
501500 221500 -0.533067212062624
374500 164500 -0.76068548017096
436500 566500 0.447186077984062
496500 176500 -0.964720977731833
471500 173500 -0.788682759490851
474500 423500 -1.18227106793813
357500 169500 -0.496318362720192
432500 434500 -2.19791787568659
259500 664500 -0.952716611771714
402500 279500 0.0797363083209113
355500 116500 0.619584262675848
370500 355500 0.389991082748265
497500 371500 -0.802352247180923
358500 171500 0.104364620419737
577500 167500 -0.0862337320180361
389500 344500 0.450167807593511
451500 518500 0.490169452873523
435500 387500 -0.56001894983115
534500 181500 -0.738109527413702
243500 662500 -1.999458599733
461500 524500 0.619119577541906
524500 176500 -0.644978881819869
434500 565500 0.844065906130087
403500 290500 -1.1352216981267
447500 446500 0.933788860741692
430500 434500 -1.41422639729658
435500 347500 -0.920072481112421
466500 521500 1.31680558239184
529500 192500 -1.28334008457011
254500 668500 -0.778188620216037
417500 436500 -0.00735343053169942
389500 413500 1.12376763300088
374500 164500 -0.0272574437688013
445500 113500 -0.222889885157592
421500 439500 -0.636924339498241
536500 198500 0.568081660330816
331500 188500 -1.0508426225554
420500 302500 -0.0365511464476044
515500 173500 -0.45217327499588
418500 434500 -1.6983426329398
327500 673500 -1.35548245161431
548500 184500 1.03718130304337
497500 371500 1.27676521335066
456500 341500 0.584577982585691
444500 385500 -0.0557194082226338
415500 279500 0.720963069397116
319500 176500 -0.328295963039676
319500 177500 0.306231587355559
406500 441500 0.659043775299595
387500 401500 -1.04309787032307
255500 661500 -2.12724701156653
551500 318500 -0.937536897396337
371500 408500 -0.665270132668588
312500 87500 -1.09529750036901
452500 336500 1.5007434479098
411500 439500 0.716083875490745
448500 343500 1.49179825908145
346500 176500 0.851733210840099
526500 181500 -0.492949395499126
471500 173500 0.0809754686780847
454500 334500 0.676895429195128
261500 187500 -0.114385906382575
330500 388500 0.471891837605211
486500 150500 0.0243613298597135
347500 423500 -0.323261874088659
532500 159500 -1.09816305869497
386500 343500 -1.20376275538286
552500 155500 -0.432617775609233
434500 390500 0.272387020100252
496500 201500 -1.13800980893034
456500 341500 -0.511343182050922
457500 402500 0.234089220311355
398500 295500 1.28377421412093
298500 194500 1.31618600221325
505500 183500 -0.455232452127653
428500 265500 -2.31741940263153
388500 396500 1.03907876734029
515500 173500 0.624153666492925
435500 568500 0.586707789449583
334500 417500 1.63035187651793
423500 539500 1.44622039219416
416500 556500 1.14429122641657
577500 167500 -0.496666876570647
349500 391500 -0.378365786221725
333500 394500 0.133407441290996
436500 387500 -0.616478193604875
623500 308500 -0.0489427500193403
349500 359500 1.30058032646509
259500 665500 -0.440052737752275
315500 673500 -0.552700158971593
314500 209500 0.317732544420576
506500 230500 -0.406943921959043
435500 387500 -0.722968536799485
524500 171500 -1.4623987561817
456500 368500 1.28176057854052
516500 191500 0.952531161143944
401500 286500 2.26859690798469
354500 422500 -0.595683533861055
517500 167500 -0.481603333478755
527500 409500 2.24334901570728
300500 81500 -0.94245481506387
540500 188500 0.383020805739163
581500 110500 1.69517545270258
369500 72500 1.0338123358223
434500 385500 -0.946598257508169
338500 674500 0.499772945641619
330500 392500 -1.20294955639847
428500 514500 0.696489652342937
525500 175500 0.826175528473392
506500 171500 -0.686413306262864
436500 555500 -0.0370158315815442
429500 564500 0.0595612287556784
326500 383500 -2.40876875521192
337500 391500 -1.98489846553621
451500 206500 0.19288713843533
434500 406500 0.245551453615211
358500 176500 -0.534151477375149
375500 395500 -1.41616258535466
416500 432500 -0.197990506730635
367500 171500 -1.92720006140531
377500 398500 -1.16953095051594
451500 518500 0.308980974398037
433500 418500 0.487846027203823
439500 557500 0.698348392878698
339500 385500 0.00976247190176184
340500 366500 -0.494343450900947
341500 398500 0.0740439154301452
318500 176500 0.437582585215966
259500 665500 0.651027956739128
258500 662500 0.122526064404564
518500 170500 2.14677195537005
426500 437500 -1.17324843158746
442500 113500 0.69447601676253
587500 190500 -1.0115380049763
443500 346500 -0.729977537569749
351500 385500 0.506820670173045
390500 334500 0.0829503804973307
409500 287500 1.07203268808888
247500 56500 -0.173168575825999
533500 165500 0.727313766227631
385500 348500 0.771884815324721
435500 387500 0.920506610663237
264500 659500 -1.1814965927149
329500 199500 1.55503416105847
275500 656500 0.37000962198884
337500 391500 -1.33375842160261
387500 349500 -0.610011325490876
456500 341500 -1.27052251962559
310500 687500 2.0036489341165
476500 156500 -0.587822610345234
339500 555500 -1.29697084849902
397500 286500 -0.499919672508229
386500 398500 2.24493668991491
546500 258500 0.293685088739175
272500 655500 -1.22304718844138
425500 564500 -0.609198126506479
453500 361500 -1.07260537632827
585500 264500 -1.14172729000186
409500 425500 -0.549524810556336
451500 518500 -0.222309028740167
471500 173500 -1.60211408645303
435500 547500 0.0384180551614015
419500 565500 -0.464874668656911
336500 732500 0.337946347746972
546500 258500 0.346194508874409
360500 175500 -2.26723340816599
444500 216500 0.12082221891345
425500 564500 -1.72196412724842
407500 281500 -0.143738517343126
544500 164500 -0.52191476884806
409500 287500 -0.679443029253761
